date,open,high,low,close,volume
2019-03-20 00:00:00,52.75,53.5,49.5,49.79999923706055,2350800
2019-03-21 00:00:00,49.9900016784668,50.0,48.20000076293945,48.97999954223633,1764700
2019-03-22 00:00:00,48.79999923706055,49.95000076293945,48.15999984741211,48.599998474121094,844700
2019-03-25 00:00:00,48.599998474121094,49.400001525878906,48.0,49.150001525878906,440900
2019-03-26 00:00:00,49.0,49.75,48.18000030517578,48.849998474121094,504700
2019-03-27 00:00:00,49.0,50.779998779296875,49.0,50.099998474121094,1788600
2019-03-28 00:00:00,50.900001525878906,51.0,49.915000915527344,50.849998474121094,585400
2019-03-29 00:00:00,49.52000045776367,52.47999954223633,49.18000030517578,51.630001068115234,1769000
2019-04-01 00:00:00,52.29999923706055,54.38999938964844,51.25,53.5,19663400
2019-04-02 00:00:00,55.119998931884766,57.38999938964844,54.29999923706055,56.25,17414200
2019-04-03 00:00:00,57.08000183105469,57.20000076293945,55.5099983215332,56.880001068115234,15066200
2019-04-04 00:00:00,57.20000076293945,60.52000045776367,57.099998474121094,59.709999084472656,13309200
2019-04-05 00:00:00,58.38999938964844,58.97999954223633,56.27000045776367,57.2400016784668,17000800
2019-04-08 00:00:00,56.5,58.38999938964844,56.27000045776367,57.150001525878906,10764600
2019-04-09 00:00:00,56.79999923706055,57.20000076293945,56.08000183105469,56.27000045776367,9179900
2019-04-10 00:00:00,55.9900016784668,56.40999984741211,55.099998474121094,55.709999084472656,9081900
2019-04-11 00:00:00,55.70000076293945,56.209999084472656,54.83000183105469,54.88999938964844,7346100
2019-04-12 00:00:00,55.93000030517578,58.33000183105469,55.93000030517578,58.29999923706055,9281700
2019-04-15 00:00:00,58.56999969482422,58.849998474121094,57.290000915527344,57.779998779296875,5727300
2019-04-16 00:00:00,58.709999084472656,58.9900016784668,57.84000015258789,58.5,6681600
2019-04-17 00:00:00,58.95000076293945,59.04999923706055,58.20000076293945,58.31999969482422,6420700
2019-04-18 00:00:00,58.36000061035156,58.61000061035156,57.54999923706055,57.77000045776367,5178800
2019-04-22 00:00:00,57.47999954223633,58.40999984741211,57.2599983215332,57.88999938964844,4401700
2019-04-23 00:00:00,57.290000915527344,57.84000015258789,57.0,57.63999938964844,5687200
2019-04-24 00:00:00,57.4900016784668,57.88999938964844,55.8650016784668,55.97999954223633,5431300
2019-04-25 00:00:00,55.7599983215332,55.97999954223633,54.81999969482422,55.33000183105469,6260500
2019-04-26 00:00:00,55.29999923706055,55.599998474121094,54.95000076293945,55.25,4009800
2019-04-29 00:00:00,55.04999923706055,55.685001373291016,54.79999923706055,55.5,5935200
2019-04-30 00:00:00,55.7599983215332,57.20500183105469,55.599998474121094,56.72999954223633,6454100
2019-05-01 00:00:00,56.81999969482422,57.47999954223633,55.880001068115234,56.130001068115234,7644400
2019-05-02 00:00:00,55.540000915527344,56.4900016784668,52.029998779296875,52.70000076293945,13932700
2019-05-03 00:00:00,53.20000076293945,53.349998474121094,51.720001220703125,53.29999923706055,7401700
2019-05-06 00:00:00,52.150001525878906,54.029998779296875,51.70000076293945,53.459999084472656,6089500
2019-05-07 00:00:00,52.86000061035156,53.32500076293945,52.650001525878906,52.95000076293945,7330800
2019-05-08 00:00:00,53.33000183105469,53.39500045776367,52.310001373291016,52.47999954223633,5390700
2019-05-09 00:00:00,52.2599983215332,53.13999938964844,51.54999923706055,52.93000030517578,4579700
2019-05-10 00:00:00,52.939998626708984,53.7140007019043,52.4900016784668,53.06999969482422,4758100
2019-05-13 00:00:00,52.279998779296875,52.54999923706055,50.7599983215332,50.95000076293945,4213100
2019-05-14 00:00:00,51.33000183105469,53.0,50.84000015258789,52.47999954223633,4204500
2019-05-15 00:00:00,51.97999954223633,53.32500076293945,51.66999816894531,52.95000076293945,2928700
2019-05-16 00:00:00,53.290000915527344,53.54999923706055,52.72999954223633,52.97999954223633,3689700
2019-05-17 00:00:00,52.34000015258789,52.52000045776367,50.65999984741211,50.79999923706055,4440800
2019-05-20 00:00:00,50.400001525878906,50.540000915527344,49.91999816894531,50.08000183105469,5168400
2019-05-21 00:00:00,50.279998779296875,51.189998626708984,50.02000045776367,50.630001068115234,4968400
2019-05-22 00:00:00,50.459999084472656,50.61000061035156,49.96500015258789,50.209999084472656,3019100
2019-05-23 00:00:00,49.5,49.86000061035156,48.209999084472656,48.709999084472656,4919200
2019-05-24 00:00:00,49.38999938964844,49.57500076293945,48.439998626708984,49.20000076293945,2918900
2019-05-28 00:00:00,49.369998931884766,49.43000030517578,48.099998474121094,48.560001373291016,6613000
2019-05-29 00:00:00,48.20000076293945,49.43000030517578,48.0099983215332,48.709999084472656,3525900
2019-05-30 00:00:00,48.119998931884766,48.59000015258789,48.02000045776367,48.470001220703125,3777600
2019-05-31 00:00:00,47.959999084472656,48.0,46.75,46.7599983215332,3396900
2019-06-03 00:00:00,46.849998474121094,47.959999084472656,46.849998474121094,47.959999084472656,5905200
2019-06-04 00:00:00,48.68000030517578,49.93000030517578,48.63999938964844,49.93000030517578,7043000
2019-06-05 00:00:00,50.4900016784668,50.56999969482422,49.04999923706055,50.34000015258789,6413300
2019-06-06 00:00:00,50.279998779296875,51.310001373291016,50.150001525878906,51.060001373291016,6228100
2019-06-07 00:00:00,51.130001068115234,51.689998626708984,50.869998931884766,51.29999923706055,5391100
2019-06-10 00:00:00,51.720001220703125,52.099998474121094,51.58000183105469,51.619998931884766,5434400
2019-06-11 00:00:00,52.0,52.16999816894531,51.560001373291016,52.040000915527344,5144300
2019-06-12 00:00:00,52.060001373291016,52.63999938964844,51.68000030517578,52.4900016784668,3103900
2019-06-13 00:00:00,52.68000030517578,52.95000076293945,52.040000915527344,52.880001068115234,4179800
2019-06-14 00:00:00,52.630001068115234,52.689998626708984,51.0,51.150001525878906,3919300
2019-06-17 00:00:00,50.060001373291016,50.33000183105469,49.04999923706055,49.349998474121094,5787300
2019-06-18 00:00:00,49.75,50.56999969482422,49.400001525878906,49.61000061035156,5014200
2019-06-19 00:00:00,49.95000076293945,50.2400016784668,48.33000183105469,48.5,5404000
2019-06-20 00:00:00,49.095001220703125,49.59000015258789,48.619998931884766,48.93000030517578,4228300
2019-06-21 00:00:00,48.81999969482422,49.27000045776367,48.310001373291016,48.36000061035156,9478500
2019-06-24 00:00:00,48.5099983215332,49.70000076293945,48.31999969482422,49.58000183105469,4602300
2019-06-25 00:00:00,49.4900016784668,50.222999572753906,49.04999923706055,49.689998626708984,4005200
2019-06-26 00:00:00,49.849998474121094,51.220001220703125,49.810001373291016,50.45000076293945,5244400
2019-06-27 00:00:00,50.61000061035156,51.13999938964844,50.53099822998047,50.90999984741211,4097200
2019-06-28 00:00:00,51.040000915527344,51.20000076293945,49.08000183105469,49.310001373291016,6507400
2019-07-01 00:00:00,50.0,50.20000076293945,49.52000045776367,50.15999984741211,4641700
2019-07-02 00:00:00,50.0,50.060001373291016,48.7599983215332,49.400001525878906,4725800
2019-07-03 00:00:00,49.459999084472656,49.650001525878906,49.20000076293945,49.33000183105469,2479400
2019-07-05 00:00:00,49.0099983215332,49.369998931884766,48.959999084472656,49.310001373291016,2529800
2019-07-08 00:00:00,49.34000015258789,49.5,48.3849983215332,48.52000045776367,5936000
2019-07-09 00:00:00,48.29999923706055,48.43000030517578,47.5,47.869998931884766,4967400
2019-07-10 00:00:00,48.34000015258789,48.41999816894531,47.52000045776367,47.54999923706055,3507400
2019-07-11 00:00:00,47.72999954223633,48.060001373291016,47.18000030517578,47.779998779296875,4202000
2019-07-12 00:00:00,48.459999084472656,50.040000915527344,48.08000183105469,49.709999084472656,4328400
2019-07-15 00:00:00,49.77000045776367,50.95000076293945,49.65999984741211,50.93000030517578,4923800
2019-07-16 00:00:00,50.95000076293945,52.64500045776367,50.95000076293945,52.31999969482422,6011200
2019-07-17 00:00:00,52.15999984741211,52.29999923706055,51.22999954223633,51.599998474121094,4417500
2019-07-18 00:00:00,51.54999923706055,52.04999923706055,51.279998779296875,51.75,3620300
2019-07-19 00:00:00,51.77000045776367,51.83000183105469,51.5,51.52000045776367,3221500
2019-07-22 00:00:00,51.50400161743164,51.56999969482422,50.599998474121094,50.880001068115234,2814900
2019-07-23 00:00:00,51.0,52.900001525878906,50.95000076293945,52.619998931884766,4387700
2019-07-24 00:00:00,52.5,52.9900016784668,52.040000915527344,52.790000915527344,3516400
2019-07-25 00:00:00,51.63999938964844,51.9900016784668,50.29999923706055,50.77000045776367,4254600
2019-07-26 00:00:00,50.27000045776367,50.29999923706055,48.91999816894531,49.11000061035156,5066000
2019-07-29 00:00:00,48.52000045776367,48.880001068115234,47.97999954223633,48.04999923706055,4219800
2019-07-30 00:00:00,47.779998779296875,48.439998626708984,47.779998779296875,48.400001525878906,4194300
2019-07-31 00:00:00,48.4900016784668,49.43000030517578,47.95000076293945,48.439998626708984,5188500
2019-08-01 00:00:00,48.150001525878906,48.599998474121094,46.779998779296875,46.849998474121094,5803200
2019-08-02 00:00:00,46.689998626708984,47.5,45.369998931884766,45.599998474121094,5346400
2019-08-05 00:00:00,45.060001373291016,45.130001068115234,44.06999969482422,44.77000045776367,5147300
2019-08-06 00:00:00,45.11000061035156,45.45000076293945,43.73500061035156,44.43000030517578,4702800
2019-08-07 00:00:00,44.099998474121094,45.0,43.90999984741211,44.88999938964844,4490100
2019-08-08 00:00:00,45.196998596191406,46.81999969482422,45.189998626708984,46.790000915527344,4573400
2019-08-09 00:00:00,46.41999816894531,46.9900016784668,46.099998474121094,46.63999938964844,4468000
2019-08-12 00:00:00,46.38999938964844,46.79999923706055,45.52000045776367,45.689998626708984,4491600
2019-08-13 00:00:00,45.779998779296875,47.7599983215332,45.58000183105469,46.849998474121094,5407300
2019-08-14 00:00:00,45.79999923706055,46.150001525878906,44.0,44.08000183105469,6178300
2019-08-15 00:00:00,44.34000015258789,44.369998931884766,42.959999084472656,43.380001068115234,3494600
2019-08-16 00:00:00,43.290000915527344,44.810001373291016,42.77000045776367,44.5099983215332,4586000
2019-08-19 00:00:00,45.36000061035156,45.862998962402344,45.150001525878906,45.599998474121094,3615500
2019-08-20 00:00:00,45.25,45.25,43.06999969482422,43.15999984741211,5972800
2019-08-21 00:00:00,43.849998474121094,44.2400016784668,43.2400016784668,43.279998779296875,4397800
2019-08-22 00:00:00,43.31999969482422,43.900001525878906,42.02000045776367,42.04999923706055,6072100
2019-08-23 00:00:00,42.0,42.02000045776367,40.439998626708984,40.709999084472656,6696800
2019-08-26 00:00:00,41.27000045776367,41.349998474121094,40.61000061035156,40.81999969482422,3402400
2019-08-27 00:00:00,41.189998626708984,41.72999954223633,40.91899871826172,41.16999816894531,4152200
2019-08-28 00:00:00,41.150001525878906,42.63999938964844,40.7599983215332,42.52000045776367,4539300
2019-08-29 00:00:00,42.33000183105469,43.0,42.209999084472656,42.369998931884766,3292500
2019-08-30 00:00:00,42.83000183105469,43.0,42.27000045776367,42.630001068115234,4099200
2019-09-03 00:00:00,42.13999938964844,42.22999954223633,41.150001525878906,41.79999923706055,3343300
2019-09-04 00:00:00,42.59000015258789,42.790000915527344,41.849998474121094,42.540000915527344,2651400
2019-09-05 00:00:00,43.150001525878906,43.970001220703125,43.09000015258789,43.36000061035156,4041400
2019-09-06 00:00:00,43.540000915527344,43.65999984741211,42.65999984741211,43.2400016784668,3217900
2019-09-09 00:00:00,43.529998779296875,44.62699890136719,43.2599983215332,44.45000076293945,3848000
2019-09-10 00:00:00,45.099998474121094,46.369998931884766,44.779998779296875,46.31999969482422,4704000
2019-09-11 00:00:00,46.52000045776367,47.04999923706055,45.58000183105469,46.880001068115234,4445000
